id,gene,refseq,chrom,start,end
guaA_mRNA,PMM0037,PMM0037,,,
guaA_pro,PMM0037,PMM0037,,,
PMED4_00371_mRNA,PMM0038,PMM0038,,,
PMED4_00381_mRNA,PMM0039,PMM0039,,,
PMED4_00401_mRNA,PMM0040,PMM0040,,,
PMED4_00411_mRNA,PMM0041,PMM0041,,,
PMED4_00421_mRNA,PMM0042,PMM0042,,,
PMED4_00431_mRNA,PMM0043,PMM0043,,,
alaS_mRNA,PMM0044,PMM0044,,,
alaS_pro,PMM0044,PMM0044,,,
PMED4_00451_mRNA,PMM0045,PMM0045,,,
ndk_mRNA,PMM0046,PMM0046,,,
ndk_pro,PMM0046,PMM0046,,,
PMED4_00471_mRNA,PMM0047,PMM0047,,,
gatB_mRNA,PMM0048,PMM0048,,,
gatB_pro,PMM0048,PMM0048,,,
PMED4_00491_mRNA,PMM0049,PMM0049,,,
PMED4_00501_mRNA,PMM0050,PMM0050,,,
PMED4_00511_mRNA,PMM0051,PMM0051,,,
PMED4_00521_mRNA,PMM0052,PMM0052,,,
PMED4_00541_mRNA,PMM0053,PMM0053,,,
PMED4_00551_mRNA,PMM0054,PMM0054,,,
PMED4_00551_pro,PMM0054,PMM0054,,,
PMED4_00561_mRNA,PMM0055,PMM0055,,,
PMED4_00581_mRNA,PMM0056,PMM0056,,,
PMED4_00591_mRNA,PMM0057,PMM0057,,,
PMED4_00601_mRNA,PMM0058,PMM0058,,,
PMED4_00601_pro,PMM0058,PMM0058,,,
PMED4_00611_mRNA,PMM0059,PMM0059,,,
accC_mRNA,PMM0060,PMM0060,,,
accC_pro,PMM0060,PMM0060,,,
PMED4_00631_mRNA,PMM0061,PMM0061,,,
PMED4_00641_mRNA,PMM0062,PMM0062,,,
PMED4_00651_mRNA,PMM0063,PMM0063,,,
PMED4_00651_pro,PMM0063,PMM0063,,,
PMED4_00661_mRNA,PMM0064,PMM0064,,,
PMED4_00671_mRNA,PMM0065,PMM0065,,,
PMED4_00671_pro,PMM0065,PMM0065,,,
PMED4_00681_mRNA,PMM0066,PMM0066,,,
PMED4_00691_mRNA,PMM0067,PMM0067,,,
def_mRNA,PMM0068,PMM0068,,,
def_pro,PMM0068,PMM0068,,,
PMED4_00711_mRNA,PMM0069,PMM0069,,,
PMED4_00721_mRNA,PMM0070,PMM0070,,,
PMED4_00731_mRNA,PMM0071,PMM0071,,,
sufC_mRNA,PMM0072,PMM0072,,,
sufC_pro,PMM0072,PMM0072,,,
PMED4_00751_mRNA,PMM0073,PMM0073,,,
PMED4_00761_mRNA,PMM0074,PMM0074,,,
PMED4_00771_mRNA,PMM0075,PMM0075,,,
PMED4_00771_pro,PMM0075,PMM0075,,,
pgm_mRNA,PMM0076,PMM0076,,,
pgm_pro,PMM0076,PMM0076,,,
PMED4_00801_mRNA,PMM0077,PMM0077,,,
PMED4_00811_mRNA,PMM0078,PMM0078,,,
bcp_mRNA,PMM0079,PMM0079,,,
bcp_pro,PMM0079,PMM0079,,,
PMED4_00831_mRNA,PMM0080,PMM0080,,,
cysH_mRNA,PMM0081,PMM0081,,,
cysH_pro,PMM0081,PMM0081,,,
PMED4_00851_mRNA,PMM0082,PMM0082,,,
PMED4_00861_mRNA,PMM0083,PMM0083,,,
PMED4_00871_mRNA,PMM0084,PMM0084,,,
PMED4_00881_mRNA,PMM0085,PMM0085,,,
PMED4_00881_pro,PMM0085,PMM0085,,,
PMED4_00891_mRNA,PMM0086,PMM0086,,,
PMED4_00901_mRNA,PMM0087,PMM0087,,,
PMED4_00911_mRNA,PMM0088,PMM0088,,,
PMED4_00931_mRNA,PMM0089,PMM0089,,,
PMED4_00951_mRNA,PMM0090,PMM0090,,,
PMED4_00951_pro,PMM0090,PMM0090,,,
PMED4_00961_mRNA,PMM0091,PMM0091,,,
PMED4_00971_mRNA,PMM0092,PMM0092,,,
PMED4_00981_mRNA,PMM0093,PMM0093,,,
PMED4_00991_mRNA,PMM0094,PMM0094,,,
PMED4_01001_mRNA,PMM0095,PMM0095,,,
PMED4_01011_mRNA,PMM0096,PMM0096,,,
PMED4_01011_pro,PMM0096,PMM0096,,,
PMED4_01021_mRNA,PMM0097,PMM0097,,,
PMED4_01021_pro,PMM0097,PMM0097,,,
PMED4_01031_mRNA,PMM0098,PMM0098,,,
PMED4_01041_mRNA,PMM0099,PMM0099,,,
PMED4_01051_mRNA,PMM0100,PMM0100,,,
PMED4_01061_mRNA,PMM0101,PMM0101,,,
PMED4_01061_pro,PMM0101,PMM0101,,,
PMED4_01071_mRNA,PMM0102,PMM0102,,,
PMED4_01091_mRNA,PMM0103,PMM0103,,,
PMED4_01101_mRNA,PMM0104,PMM0104,,,
PMED4_01101_pro,PMM0104,PMM0104,,,
PMED4_01111_mRNA,PMM0105,PMM0105,,,
PMED4_01121_mRNA,PMM0106,PMM0106,,,
PMED4_01131_mRNA,PMM0107,PMM0107,,,
PMED4_01141_mRNA,PMM0108,PMM0108,,,
PMED4_01151_mRNA,PMM0109,PMM0109,,,
PMED4_01161_mRNA,PMM0110,PMM0110,,,
PMED4_01161_pro,PMM0110,PMM0110,,,
PMED4_01171_mRNA,PMM0111,PMM0111,,,
PMED4_01181_mRNA,PMM0112,PMM0112,,,
PMED4_01191_mRNA,PMM0113,PMM0113,,,
PMED4_01201_mRNA,PMM0114,PMM0114,,,
crtQ_mRNA,PMM0115,PMM0115,,,
crtQ_pro,PMM0115,PMM0115,,,
PMED4_01221_mRNA,PMM0116,PMM0116,,,
PMED4_01231_mRNA,PMM0117,PMM0117,,,
PMED4_01241_mRNA,PMM0118,PMM0118,,,
PMED4_01251_mRNA,PMM0119,PMM0119,,,
PMED4_01261_mRNA,PMM0120,PMM0120,,,
PMED4_01271_mRNA,PMM0121,PMM0121,,,
PMED4_01281_mRNA,PMM0122,PMM0122,,,
cysK2_mRNA,PMM0123,PMM0123,,,
cysK2_pro,PMM0123,PMM0123,,,
PMED4_01301_mRNA,PMM0124,PMM0124,,,
PMED4_01301_pro,PMM0124,PMM0124,,,
PMED4_01311_mRNA,PMM0125,PMM0125,,,
PMED4_01321_mRNA,PMM0126,PMM0126,,,
PMED4_01331_mRNA,PMM0127,PMM0127,,,
rpaA_mRNA,PMM0128,PMM0128,,,
rpaA_pro,PMM0128,PMM0128,,,
PMED4_01351_mRNA,PMM0129,PMM0129,,,
PMED4_01361_mRNA,PMM0130,PMM0130,,,
PMED4_01371_mRNA,PMM0131,PMM0131,,,
PMED4_01381_mRNA,PMM0132,PMM0132,,,
PMED4_01381_pro,PMM0132,PMM0132,,,
PMED4_01391_mRNA,PMM0133,PMM0133,,,
rpaB_mRNA,PMM0134,PMM0134,,,
rpaB_pro,PMM0134,PMM0134,,,
PMED4_01411_mRNA,PMM0135,PMM0135,,,
PMED4_01421_mRNA,PMM0136,PMM0136,,,
fabD_mRNA,PMM0137,PMM0137,,,
fabD_pro,PMM0137,PMM0137,,,
PMED4_01441_mRNA,PMM0138,PMM0138,,,
PMED4_01451_mRNA,PMM0139,PMM0139,,,
PMED4_01461_mRNA,PMM0140,PMM0140,,,
PMED4_01471_mRNA,PMM0141,PMM0141,,,
PMED4_01481_mRNA,PMM0142,PMM0142,,,
PMED4_01481_pro,PMM0142,PMM0142,,,
"crtB,pys_mRNA",PMM0143,PMM0143,,,
"crtB,pys_pro",PMM0143,PMM0143,,,
pds_mRNA,PMM0144,PMM0144,,,
pds_pro,PMM0144,PMM0144,,,
PMED4_01511_mRNA,PMM0145,PMM0145,,,
PMED4_01511_pro,PMM0145,PMM0145,,,
PMED4_01521_mRNA,PMM0146,PMM0146,,,
rbcR_mRNA,PMM0147,PMM0147,,,
rbcR_pro,PMM0147,PMM0147,,,
PMED4_01541_mRNA,PMM0148,PMM0148,,,
PMED4_01551_mRNA,PMM0149,PMM0149,,,
ndhD_mRNA,PMM0150,PMM0150,,,
ndhD_pro,PMM0150,PMM0150,,,
PMED4_01571_mRNA,PMM0151,PMM0151,,,
PMED4_01581_mRNA,PMM0152,PMM0152,,,
metF_mRNA,PMM0153,PMM0153,,,
metF_pro,PMM0153,PMM0153,,,
csgD_mRNA,PMM0154,PMM0154,,,
csgD_pro,PMM0154,PMM0154,,,
PMED4_01611_mRNA,PMM0155,PMM0155,,,
PMED4_01621_mRNA,PMM0156,PMM0156,,,
PMED4_01631_mRNA,PMM0157,PMM0157,,,
PMED4_01641_mRNA,PMM0158,PMM0158,,,
ndhI_mRNA,PMM0159,PMM0159,,,
ndhI_pro,PMM0159,PMM0159,,,
ndhA_mRNA,PMM0160,PMM0160,,,
ndhA_pro,PMM0160,PMM0160,,,
gltA_mRNA,PMM0161,PMM0161,,,
gltA_pro,PMM0161,PMM0161,,,
PMED4_01681_mRNA,PMM0162,PMM0162,,,
PMED4_01691_mRNA,PMM0163,PMM0163,,,
trpB_mRNA,PMM0164,PMM0164,,,
trpB_pro,PMM0164,PMM0164,,,
PMED4_01711_mRNA,PMM0165,PMM0165,,,
cysC_mRNA,PMM0166,PMM0166,,,
cysC_pro,PMM0166,PMM0166,,,
PMED4_01731_mRNA,PMM0167,PMM0167,,,
chlM_mRNA,PMM0168,PMM0168,,,
chlM_pro,PMM0168,PMM0168,,,
PMED4_01751_mRNA,PMM0169,PMM0169,,,
PMED4_01751_pro,PMM0169,PMM0169,,,
PMED4_01761_mRNA,PMM0170,PMM0170,,,
PMED4_01771_mRNA,PMM0171,PMM0171,,,
ndhH_mRNA,PMM0172,PMM0172,,,
ndhH_pro,PMM0172,PMM0172,,,
PMED4_01791_mRNA,PMM0173,PMM0173,,,
PMED4_01801_mRNA,PMM0174,PMM0174,,,
PMED4_01811_mRNA,PMM0175,PMM0175,,,
PMED4_01821_mRNA,PMM0176,PMM0176,,,
PMED4_01831_mRNA,PMM0177,PMM0177,,,
gshB_mRNA,PMM0178,PMM0178,,,
gshB_pro,PMM0178,PMM0178,,,
PMED4_01851_mRNA,PMM0179,PMM0179,,,
PMED4_01861_mRNA,PMM0180,PMM0180,,,
PMED4_01871_mRNA,PMM0181,PMM0181,,,
PMED4_01881_mRNA,PMM0182,PMM0182,,,
PMED4_01891_mRNA,PMM0183,PMM0183,,,
PMED4_01901_mRNA,PMM0184,PMM0184,,,
PMED4_01911_mRNA,PMM0185,PMM0185,,,
PMED4_01921_mRNA,PMM0186,PMM0186,,,
argS_mRNA,PMM0187,PMM0187,,,
argS_pro,PMM0187,PMM0187,,,
nadC_mRNA,PMM0188,PMM0188,,,
nadC_pro,PMM0188,PMM0188,,,
thdF_mRNA,PMM0189,PMM0189,,,
thdF_pro,PMM0189,PMM0189,,,
PMED4_01961_mRNA,PMM0190,PMM0190,,,
PMED4_01971_mRNA,PMM0191,PMM0191,,,
PMED4_01981_mRNA,PMM0192,PMM0192,,,
PMED4_01991_mRNA,PMM0193,PMM0193,,,
PMED4_02001_mRNA,PMM0194,PMM0194,,,
pgk_mRNA,PMM0195,PMM0195,,,
pgk_pro,PMM0195,PMM0195,,,
PMED4_02021_mRNA,PMM0196,PMM0196,,,
PMED4_02031_mRNA,PMM0197,PMM0197,,,
PMED4_02041_mRNA,PMM0198,PMM0198,,,
PMED4_02051_mRNA,PMM0199,PMM0199,,,
PMED4_02061_mRNA,PMM0200,PMM0200,,,
rplL_mRNA,PMM0201,PMM0201,,,
rplL_pro,PMM0201,PMM0201,,,
rplJ_mRNA,PMM0202,PMM0202,,,
rplJ_pro,PMM0202,PMM0202,,,
rplA_mRNA,PMM0203,PMM0203,,,
rplA_pro,PMM0203,PMM0203,,,
rplK_mRNA,PMM0204,PMM0204,,,
rplK_pro,PMM0204,PMM0204,,,
nusG_mRNA,PMM0205,PMM0205,,,
nusG_pro,PMM0205,PMM0205,,,
PMED4_02121_mRNA,PMM0206,PMM0206,,,
clpB2_mRNA,PMM0207,PMM0207,,,
clpB2_pro,PMM0207,PMM0207,,,
eno_mRNA,PMM0208,PMM0208,,,
eno_pro,PMM0208,PMM0208,,,
PMED4_02151_mRNA,PMM0209,PMM0209,,,
PMED4_02151_pro,PMM0209,PMM0209,,,
PMED4_02161_mRNA,PMM0210,PMM0210,,,
trxB_mRNA,PMM0211,PMM0211,,,
trxB_pro,PMM0211,PMM0211,,,
PMED4_02181_mRNA,PMM0212,PMM0212,,,
PMED4_02191_mRNA,PMM0213,PMM0213,,,
PMED4_02201_mRNA,PMM0214,PMM0214,,,
PMED4_02201_pro,PMM0214,PMM0214,,,
hemB_mRNA,PMM0215,PMM0215,,,
hemB_pro,PMM0215,PMM0215,,,
PMED4_02221_mRNA,PMM0216,PMM0216,,,
PMED4_02231_mRNA,PMM0217,PMM0217,,,
PMED4_02241_mRNA,PMM0218,PMM0218,,,
PMED4_02251_mRNA,PMM0219,PMM0219,,,
PMED4_02261_mRNA,PMM0221,PMM0221,,,
PMED4_02271_mRNA,PMM0222,PMM0222,,,
psbA_mRNA,PMM0223,PMM0223,,,
psbA_pro,PMM0223,PMM0223,,,
aroC_mRNA,PMM0224,PMM0224,,,
aroC_pro,PMM0224,PMM0224,,,
PMED4_02301_mRNA,PMM0225,PMM0225,,,
ftsH2_mRNA,PMM0226,PMM0226,,,
ftsH2_pro,PMM0226,PMM0226,,,
cysD_mRNA,PMM0227,PMM0227,,,
cysD_pro,PMM0227,PMM0227,,,
psbO_mRNA,PMM0228,PMM0228,,,
psbO_pro,PMM0228,PMM0228,,,
PMED4_02341_mRNA,PMM0229,PMM0229,,,
PMED4_02351_mRNA,PMM0230,PMM0230,,,
PMED4_02361_mRNA,PMM0231,PMM0231,,,
PMED4_02371_mRNA,PMM0232,PMM0232,,,
PMED4_02381_mRNA,PMM0233,PMM0233,,,
PMED4_02391_mRNA,PMM0234,PMM0234,,,
gatC_mRNA,PMM0235,PMM0235,,,
gatC_pro,PMM0235,PMM0235,,,
PMED4_02421_mRNA,PMM0237,PMM0237,,,
ileS_mRNA,PMM0238,PMM0238,,,
ileS_pro,PMM0238,PMM0238,,,
PMED4_02441_mRNA,PMM0239,PMM0239,,,
PMED4_02451_mRNA,PMM0240,PMM0240,,,
PMED4_02461_mRNA,PMM0241,PMM0241,,,
PMED4_02471_mRNA,PMM0242,PMM0242,,,
thy1_mRNA,PMM0243,PMM0243,,,
thy1_pro,PMM0243,PMM0243,,,
dcd_mRNA,PMM0244,PMM0244,,,
dcd_pro,PMM0244,PMM0244,,,
PMED4_02501_mRNA,PMM0245,PMM0245,,,
PMED4_02511_mRNA,PMM0246,PMM0246,,,
PMED4_02521_mRNA,PMM0247,PMM0247,,,
PMED4_02531_mRNA,PMM0248,PMM0248,,,
PMED4_02541_mRNA,PMM0249,PMM0249,,,
PMED4_02551_mRNA,PMM0250,PMM0250,,,
psbH_mRNA,PMM0251,PMM0251,,,
psbH_pro,PMM0251,PMM0251,,,
PMED4_02571_mRNA,PMM0252,PMM0252,,,
PMED4_02581_mRNA,PMM0253,PMM0253,,,
PMED4_02591_mRNA,PMM0254,PMM0254,,,
PMED4_02591_pro,PMM0254,PMM0254,,,
PMED4_02601_mRNA,PMM0255,PMM0255,,,
PMED4_02611_mRNA,PMM0256,PMM0256,,,
PMED4_02621_mRNA,PMM0257,PMM0257,,,
glyA_mRNA,PMM0258,PMM0258,,,
glyA_pro,PMM0258,PMM0258,,,
PMED4_02641_mRNA,PMM0259,PMM0259,,,
PMED4_02651_mRNA,PMM0260,PMM0260,,,
PMED4_02661_mRNA,PMM0261,PMM0261,,,
PMED4_02671_mRNA,PMM0262,PMM0262,,,
amt1_mRNA,PMM0263,PMM0263,,,
amt1_pro,PMM0263,PMM0263,,,
PMED4_02691_mRNA,PMM0264,PMM0264,,,
PMED4_02701_mRNA,PMM0265,PMM0265,,,
PMED4_02701_pro,PMM0265,PMM0265,,,
purH_mRNA,PMM0266,PMM0266,,,
purH_pro,PMM0266,PMM0266,,,
PMED4_02721_mRNA,PMM0267,PMM0267,,,
PMED4_02721_pro,PMM0267,PMM0267,,,
PMED4_02731_mRNA,PMM0268,PMM0268,,,
PMED4_02741_mRNA,PMM0269,PMM0269,,,
PMED4_02751_mRNA,PMM0270,PMM0270,,,
PMED4_02761_mRNA,PMM0271,PMM0271,,,
PMED4_02771_mRNA,PMM0272,PMM0272,,,
PMED4_02781_mRNA,PMM0273,PMM0273,,,
PMED4_02781_pro,PMM0273,PMM0273,,,
PMED4_02791_mRNA,PMM0274,PMM0274,,,
PMED4_02791_pro,PMM0274,PMM0274,,,
pyrE_mRNA,PMM0275,PMM0275,,,
pyrE_pro,PMM0275,PMM0275,,,
PMED4_02811_mRNA,PMM0276,PMM0276,,,
PMED4_02821_mRNA,PMM0277,PMM0277,,,
PMED4_02831_mRNA,PMM0278,PMM0278,,,
PMED4_02841_mRNA,PMM0279,PMM0279,,,
PMED4_02851_mRNA,PMM0280,PMM0280,,,
hisB_mRNA,PMM0281,PMM0281,,,
hisB_pro,PMM0281,PMM0281,,,
fabI_mRNA,PMM0282,PMM0282,,,
fabI_pro,PMM0282,PMM0282,,,
PMED4_02881_mRNA,PMM0283,PMM0283,,,
PMED4_02891_mRNA,PMM0284,PMM0284,,,
PMED4_02901_mRNA,PMM0285,PMM0285,,,
PMED4_02911_mRNA,PMM0286,PMM0286,,,
PMED4_02921_mRNA,PMM0287,PMM0287,,,
chlD_mRNA,PMM0288,PMM0288,,,
chlD_pro,PMM0288,PMM0288,,,
PMED4_02941_mRNA,PMM0289,PMM0289,,,
PMED4_02941_pro,PMM0289,PMM0289,,,
PMED4_02951_mRNA,PMM0290,PMM0290,,,
PMED4_02961_mRNA,PMM0291,PMM0291,,,
ndhJ_mRNA,PMM0292,PMM0292,,,
ndhJ_pro,PMM0292,PMM0292,,,
ndhK_mRNA,PMM0293,PMM0293,,,
ndhK_pro,PMM0293,PMM0293,,,
PMED4_02991_mRNA,PMM0294,PMM0294,,,
rub_mRNA,PMM0295,PMM0295,,,
rub_pro,PMM0295,PMM0295,,,
PMED4_03011_mRNA,PMM0296,PMM0296,,,
PMED4_03011_pro,PMM0296,PMM0296,,,
psbE_mRNA,PMM0297,PMM0297,,,
psbE_pro,PMM0297,PMM0297,,,
PMED4_03031_mRNA,PMM0298,PMM0298,,,
psbL_mRNA,PMM0299,PMM0299,,,
psbL_pro,PMM0299,PMM0299,,,
psbJ_mRNA,PMM0300,PMM0300,,,
psbJ_pro,PMM0300,PMM0300,,,
PMED4_03061_mRNA,PMM0301,PMM0301,,,
PMED4_03061_pro,PMM0301,PMM0301,,,
PMED4_03071_mRNA,PMM0302,PMM0302,,,
PMED4_03081_mRNA,PMM0303,PMM0303,,,
PMED4_03091_mRNA,PMM0304,PMM0304,,,
PMED4_03111_mRNA,PMM0305,PMM0305,,,
PMED4_03121_mRNA,PMM0306,PMM0306,,,
PMED4_03131_mRNA,PMM0307,PMM0307,,,
PMED4_03141_mRNA,PMM0308,PMM0308,,,
PMED4_03151_mRNA,PMM0309,PMM0309,,,
PMED4_03161_mRNA,PMM0310,PMM0310,,,
metK_mRNA,PMM0311,PMM0311,,,
metK_pro,PMM0311,PMM0311,,,
"rps1a, rpsA1_mRNA",PMM0312,PMM0312,,,
"rps1a, rpsA1_pro",PMM0312,PMM0312,,,
PMED4_03191_mRNA,PMM0313,PMM0313,,,
PMED4_03201_mRNA,PMM0314,PMM0314,,,
psbB_mRNA,PMM0315,PMM0315,,,
psbB_pro,PMM0315,PMM0315,,,
PMED4_03221_mRNA,PMM0316,PMM0316,,,
PMED4_03231_mRNA,PMM0317,PMM0317,,,
PMED4_03241_mRNA,PMM0318,PMM0318,,,
sua5_mRNA,PMM0319,PMM0319,,,
sua5_pro,PMM0319,PMM0319,,,
minE_mRNA,PMM0320,PMM0320,,,
minE_pro,PMM0320,PMM0320,,,
minD_mRNA,PMM0321,PMM0321,,,
minD_pro,PMM0321,PMM0321,,,
PMED4_03291_mRNA,PMM0322,PMM0322,,,
PMED4_03301_mRNA,PMM0323,PMM0323,,,
ctpA_mRNA,PMM0324,PMM0324,,,
ctpA_pro,PMM0324,PMM0324,,,
petB_mRNA,PMM0325,PMM0325,,,
petB_pro,PMM0325,PMM0325,,,
PMED4_03331_mRNA,PMM0326,PMM0326,,,
PMED4_03341_mRNA,PMM0327,PMM0327,,,
PMED4_03341_pro,PMM0327,PMM0327,,,
PMED4_03351_mRNA,PMM0328,PMM0328,,,
psaE_mRNA,PMM0329,PMM0329,,,
psaE_pro,PMM0329,PMM0329,,,
PMED4_03371_mRNA,PMM0330,PMM0330,,,
PMED4_03371_pro,PMM0330,PMM0330,,,
PMED4_03381_mRNA,PMM0331,PMM0331,,,
PMED4_03391_mRNA,PMM0332,PMM0332,,,
PMED4_03401_mRNA,PMM0333,PMM0333,,,
PMED4_03411_mRNA,PMM0334,PMM0334,,,
PMED4_03451_mRNA,PMM0335,PMM0335,,,
PMED4_03461_mRNA,PMM0336,PMM0336,,,
PMED4_03481_mRNA,PMM0337,PMM0337,,,
PMED4_03501_mRNA,PMM0338,PMM0338,,,
PMED4_03501_pro,PMM0338,PMM0338,,,
PMED4_03521_mRNA,PMM0339,PMM0339,,,
PMED4_03541_mRNA,PMM0340,PMM0340,,,
PMED4_03551_mRNA,PMM0341,PMM0341,,,
PMED4_03561_mRNA,PMM0342,PMM0342,,,
PMED4_03581_mRNA,PMM0343,PMM0343,,,
PMED4_03601_mRNA,PMM0344,PMM0344,,,
PMED4_03621_mRNA,PMM0345,PMM0345,,,
PMED4_03631_mRNA,PMM0346,PMM0346,,,
PMED4_03641_mRNA,PMM0347,PMM0347,,,
PMED4_03661_mRNA,PMM0348,PMM0348,,,
PMED4_03671_mRNA,PMM0349,PMM0349,,,
PMED4_03681_mRNA,PMM0350,PMM0350,,,
PMED4_03701_mRNA,PMM0351,PMM0351,,,
PMED4_03711_mRNA,PMM0352,PMM0352,,,
PMED4_03721_mRNA,PMM0353,PMM0353,,,
PMED4_03731_mRNA,PMM0354,PMM0354,,,
PMED4_03761_mRNA,PMM0355,PMM0355,,,
PMED4_03791_mRNA,PMM0356,PMM0356,,,
PMED4_03811_mRNA,PMM0357,PMM0357,,,
PMED4_03811_pro,PMM0357,PMM0357,,,
PMED4_03821_mRNA,PMM0358,PMM0358,,,
PMED4_03831_mRNA,PMM0359,PMM0359,,,
PMED4_03851_mRNA,PMM0360,PMM0360,,,
PMED4_03861_mRNA,PMM0361,PMM0361,,,
PMED4_03871_mRNA,PMM0362,PMM0362,,,
PMED4_03881_mRNA,PMM0363,PMM0363,,,
PMED4_03911_mRNA,PMM0364,PMM0364,,,
PMED4_03911_pro,PMM0364,PMM0364,,,
PMED4_03921_mRNA,PMM0365,PMM0365,,,
PMED4_03931_mRNA,PMM0366,PMM0366,,,
PMED4_03941_mRNA,PMM0367,PMM0367,,,
PMED4_03941_pro,PMM0367,PMM0367,,,
PMED4_03951_mRNA,PMM0368,PMM0368,,,
PMED4_04021_mRNA,PMM0369,PMM0369,,,
PMED4_04031_mRNA,PMM0370,PMM0370,,,
PMED4_04031_pro,PMM0370,PMM0370,,,
PMED4_04041_mRNA,PMM0371,PMM0371,,,
PMED4_04051_mRNA,PMM0372,PMM0372,,,
cynS_mRNA,PMM0373,PMM0373,,,
cynS_pro,PMM0373,PMM0373,,,
PMED4_04071_mRNA,PMM0374,PMM0374,,,
PMED4_04081_mRNA,PMM0375,PMM0375,,,
PMED4_04091_mRNA,PMM0376,PMM0376,,,
PMED4_04101_mRNA,PMM0377,PMM0377,,,
PMED4_04111_mRNA,PMM0378,PMM0378,,,
PMED4_04111_pro,PMM0378,PMM0378,,,
PMED4_04161_mRNA,PMM0379,PMM0379,,,
PMED4_04171_mRNA,PMM0380,PMM0380,,,
PMED4_04191_mRNA,PMM0381,PMM0381,,,
PMED4_04201_mRNA,PMM0382,PMM0382,,,
PMED4_04221_mRNA,PMM0383,PMM0383,,,
spnII-interrupted-C_mRNA,PMM0384,PMM0384,,,
spnII-interrupted-C_pro,PMM0384,PMM0384,,,
PMED4_04251_mRNA,PMM0386,PMM0386,,,
PMED4_04281_mRNA,PMM0387,PMM0387,,,
PMED4_04291_mRNA,PMM0388,PMM0388,,,
PMED4_04301_mRNA,PMM0389,PMM0389,,,
PMED4_04311_mRNA,PMM0390,PMM0390,,,
PMED4_04321_mRNA,PMM0391,PMM0391,,,
PMED4_04331_mRNA,PMM0392,PMM0392,,,
PMED4_04341_mRNA,PMM0393,PMM0393,,,
PMED4_04351_mRNA,PMM0394,PMM0394,,,
PMED4_04361_mRNA,PMM0395,PMM0395,,,
PMED4_04371_mRNA,PMM0396,PMM0396,,,
PMED4_04381_mRNA,PMM0397,PMM0397,,,
PMED4_04391_mRNA,PMM0398,PMM0398,,,
PMED4_04401_mRNA,PMM0399,PMM0399,,,
lrtA_mRNA,PMM0400,PMM0400,,,
lrtA_pro,PMM0400,PMM0400,,,
PMED4_04421_mRNA,PMM0401,PMM0401,,,
PMED4_04431_mRNA,PMM0402,PMM0402,,,
PMED4_04441_mRNA,PMM0403,PMM0403,,,
PMED4_04441_pro,PMM0403,PMM0403,,,
PMED4_04451_mRNA,PMM0404,PMM0404,,,
pdhC_mRNA,PMM0405,PMM0405,,,
pdhC_pro,PMM0405,PMM0405,,,
